title,latitude,longitude,description
The Bruckner Bar & Grill,40.90044012,-73.86794216,1 Bruckner Blvd<br>http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_Bruckner_Bar_and_Grill_New_York_NY_23205.aspx
Longwood Art Gallery Hostos Community College Campus,40.80828093,-73.9304484,450 Grand Concourse<br>http://www.brooklynpubliclibrary.org/
Brooklyn Public Library - Bay Ridge,40.68068718,-73.88724085,7223 Ridge Blvd.<br>http://www.brooklynpubliclibrary.org/
Brooklyn Public Library - Bedford,40.63362722,-74.02953989,496 Franklin Avenue<br>http://www.brooklynpubliclibrary.org/
Brooklyn Public Library - Borough Park,40.68182101,-73.95616471,1265 43rd St.<br>http://www.brooklynpubliclibrary.org/
Brooklyn Public Library - Brighton Beach,40.63888676,-73.98900679,16 Brighton First Rd.<br>http://www.brooklynpubliclibrary.org/
Brooklyn Public Library - Brooklyn Heights,40.57610901,-73.96677419,280 Cadman Plaza West<br>http://www.brooklynpubliclibrary.org/
Brooklyn Public Library - Brower Park,40.69567092,-73.99138114,725 St. Marks Ave.<br>http://www.brooklynpubliclibrary.org/
Brooklyn Public Library - Brownsville,40.67537039,-73.94856575,61 Glenmore Ave.<br>http://www.brooklynpubliclibrary.org/
Brooklyn Public Library - Bushwick,40.6715276,-73.90860464,340 Bushwick Ave.<br>http://www.brooklynpubliclibrary.org/
Brooklyn Public Library - Canarsie,40.70455942,-73.93961665,1580 Rockaway Pkwy.<br>http://www.brooklynpubliclibrary.org/
Brooklyn Public Library - Carroll Gardens,40.6422085,-73.89952477,396 Clinton St.<br>http://www.brooklynpubliclibrary.org/
Brooklyn Public Library - Central Library,40.68321545,-73.99802056,Grand Army Plaza<br>http://www.brooklynpubliclibrary.org/
Brooklyn Public Library - Clarendon,40.67224294,-73.9681106,2035 Nostrand Ave.<br>http://www.brooklynpubliclibrary.org/
Brooklyn Public Library - Clinton Hill,40.63574081,-73.94761989,380 Washington Ave.<br>http://www.brooklynpubliclibrary.org/
Brooklyn Public Library - Coney Island,40.68737976,-73.96603005,1901 Mermaid Ave.<br>http://www.brooklynpubliclibrary.org/
Brooklyn Public Library - Cortelyou,40.57676899,-73.98609758,1305 Cortelyou Rd.<br>http://www.brooklynpubliclibrary.org/
Brooklyn Public Library - Crown Heights Branch,40.6408036,-73.96596367,560 New York Ave.<br>http://www.brooklynpubliclibrary.org/
Brooklyn Public Library - Cypress Hills,40.66120166,-73.94813334,1197 Sutter Ave.<br>http://www.brooklynpubliclibrary.org/
Brooklyn Public Library - DeKalb,40.67270539,-73.87403488,790 Bushwick Ave.<br>http://www.brooklynpubliclibrary.org/
Brooklyn Public Library - Dyker,40.6948173,-73.92839945,8202 13th Ave.<br>http://www.brooklynpubliclibrary.org/
Brooklyn Public Library - East Flatbush,40.61630802,-74.01198722,9612 Church Ave.<br>http://www.brooklynpubliclibrary.org/
Brooklyn Public Library - Eastern Parkway,40.65571155,-73.91493701,1044 Eastern Pkwy.<br>http://www.brooklynpubliclibrary.org/
Brooklyn Public Library - Flatbush,40.66846513,-73.93364021,22 Linden Blvd.<br>http://www.brooklynpubliclibrary.org/
Brooklyn Public Library - Flatlands,40.65192292,-73.95823855,2065 Flatbush Ave.<br>http://www.brooklynpubliclibrary.org/
Brooklyn Public Library - Fort Hamilton,40.61976964,-73.93321314,9424 Fourth Ave.<br>http://www.brooklynpubliclibrary.org/
Brooklyn Public Library - Gerritsen Beach Branch,40.61637299,-74.03136924,2808 Gerritsen Ave.<br>http://www.brooklynpubliclibrary.org/
Brooklyn Public Library - Gravesend,40.59135799,-73.92396645,303 Ave. X<br>http://www.brooklynpubliclibrary.org/
Brooklyn Public Library - Greenpoint,40.59054527,-73.97180777,107 Norman Ave.<br>http://www.brooklynpubliclibrary.org/
Brooklyn Public Library - Highlawn,40.72605069,-73.95069135,1664 W. 13th St.<br>http://www.brooklynpubliclibrary.org/
Pizza Villa,40.60569096,-73.98623201,131 7th Ave S<br>http://www.brooklynpubliclibrary.org/
Brooklyn Public Library - Jamaica Bay,40.59523833,-73.96060011,9727 Seaview Ave.<br>http://www.brooklynpubliclibrary.org/
Brooklyn Public Library - Kensington,40.63447528,-73.88930414,410 Ditmas Ave.<br>http://www.brooklynpubliclibrary.org/
Brooklyn Public Library - Kings Bay,40.63569504,-73.97459541,3650 Nostrand Ave.<br>http://www.brooklynpubliclibrary.org/
Brooklyn Public Library - Kings Highway,40.5948622,-73.94112375,2115 Ocean Ave.<br>http://www.brooklynpubliclibrary.org/
Brooklyn Public Library - Leonard,40.61025779,-73.95310712,81 Devoe St.<br>http://www.brooklynpubliclibrary.org/
Brooklyn Public Library - Macon,40.71364591,-73.94793742,361 Lewis Ave.<br>http://www.brooklynpubliclibrary.org/
Brooklyn Public Library - Mapleton,40.68300487,-73.93480475,1702 60th St<br>http://www.brooklynpubliclibrary.org/
Brooklyn Public Library - Marcy,40.62306584,-73.98944527,617 DeKalb Ave.<br>http://www.brooklynpubliclibrary.org/
Brooklyn Public Library - McKinley Park,40.69162337,-73.95128295,6802 Fort Hamilton Pkwy<br>http://www.brooklynpubliclibrary.org/
Brooklyn Public Library - Midwood,40.62921404,-74.01187066,975 East 16th St<br>http://www.brooklynpubliclibrary.org/
Brooklyn Public Library - Mill Basin,40.62589484,-73.96031544,2385 Ralph Ave<br>http://www.brooklynpubliclibrary.org/
Brooklyn Public Library - New Lots,40.61986887,-73.91699628,665 New Lots Ave.<br>http://www.brooklynpubliclibrary.org/
Brooklyn Public Library - New Utrecht,40.66515882,-73.88607038,1743 86th St.<br>http://www.brooklynpubliclibrary.org/
Brooklyn Public Library - Pacific,40.60801108,-74.00337819,25 Fourth Ave.<br>http://www.brooklynpubliclibrary.org/
Brooklyn Public Library - Paerdegat,40.6834605,-73.97853972,850 E. 59th St.<br>http://www.brooklynpubliclibrary.org/
Brooklyn Public Library - Park Slope,40.63263701,-73.91998515,431 6th Ave.<br>http://www.brooklynpubliclibrary.org/
Brooklyn Public Library - Red Hook,40.66821683,-73.98342904,7 Wolcott St.<br>http://www.brooklynpubliclibrary.org/
Brooklyn Public Library - Rugby,40.67525516,-74.01035028,1000 Utica Ave.<br>http://www.brooklynpubliclibrary.org/
Brooklyn Public Library - Ryder,40.64863764,-73.93037338,5902- 23rd Ave.<br>http://www.brooklynpubliclibrary.org/
Brooklyn Public Library - Saratoga,40.61591639,-73.9760401,Thomas S. Boyland St. at Macon St.<br>http://www.brooklynpubliclibrary.org/
Brooklyn Public Library - Sheepshead Bay,40.68480634,-73.91513787,2636 E.14th St.<br>http://www.brooklynpubliclibrary.org/
Brooklyn Public Library - Spring Creek Branch,40.58699929,-73.95542767,12143 Flatlands Ave.<br>http://www.brooklynpubliclibrary.org/
Brooklyn Public Library - Stone Avenue,40.65326552,-73.88591049,581 Mother Gaston Boulevard<br>http://www.brooklynpubliclibrary.org/
Brooklyn Public Library - Sunset Park,40.66446803,-73.90521163,5108 4th Avenue<br>http://www.brooklynpubliclibrary.org/
Brooklyn Public Library - Ulmer Park,40.64591313,-74.01362855,2602 Bath Ave<br>http://www.brooklynpubliclibrary.org/
Brooklyn Public Library - Walt Whitman,40.59265344,-73.98868314,93 Saint Edwards St.<br>http://www.brooklynpubliclibrary.org/
Brooklyn Public Library - Washington Irving,40.69449158,-73.977732,360 Irving Ave.<br>http://www.brooklynpubliclibrary.org/
Brooklyn Public Library - Williamsburgh,40.69748224,-73.91221144,240 Division Ave.<br>http://www.brooklynpubliclibrary.org/
Brooklyn Public Library - Windsor Terrace,40.70693068,-73.95755486,160 E. 5th St.<br>http://www.brooklynpubliclibrary.org/
Brooklyn Museum of Art,40.64871676,-73.97675627,200 Eastern Parkway<br>http://www.brooklynmuseum.org/visit/wireless.php
Bristens Cafe,40.67092683,-73.96355466,525 DeKalb Avenue<br>http://www.yelp.com/biz/bristens-eatery-brooklyn
Cafe Sutra,40.6909857,-73.95589184,639A 5th Ave<br>http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_Cafe_Sutra_New_York_NY_5519.aspx
MishMash,40.66281325,-73.99160886,1103 Kings Highway<br>http://www.mishmashgourmet.com
Naidre's,40.60766711,-73.9616192,384 Seventh Avenue<br>http://www.naidres.com/
Polytechnic University Bern Dibner Library of Science & Technology,40.66543357,-73.98306206,Five Metrotech Center<br>http://www.poly.edu/research/library
St. Francis College McGarry Library,40.69462489,-73.98562637,180 Remsen Street<br>http://library.stfranciscollege.edu/
Kitty Kiernans Bar,40.69306893,-73.9921099,9715 third avenue<br>http://www.kittykiernans.com/
Atlas Café,40.61525507,-74.03413136,116 Havemeyer St.<br>http://www.yelp.com/biz/atlas-cafe-brooklyn
Bread Stuy,40.71299634,-73.95686203,401 Lewis Ave<br>http://breadstuy.com/main.html
Healthy Nibbles,40.68154728,-73.93460066,305 Flatbush Ave<br>http://hotspotr.com/spot/1456
Postmark Cafe,40.67874388,-73.97326668,326 6th street<br>http://www.yelp.com/biz/postmark-cafe-brooklyn
Tillies,40.67104147,-73.985393,248 DeKalb Avenue<br>http://tilliesofbrooklyn.com/
Brooklyn Lyceum coffee shop,40.68925261,-73.96926356,225 4th Ave<br>http://www.superpages.com/cities/mtg/wifi-1258829/
Gorilla Coffee,40.67680243,-73.98303394,97 Fifth Ave<br>http://hotspotr.com/spot
Heights Coffee,40.67970555,-73.97800013,335 Flatbush Ave<br>http://www.heightscoffee.com/
Outpost Lounge,40.67778305,-73.97259288,1014 Fulton St.<br>http://www.outaboutbrooklyn.com/outpost-lounge/
Tea Lounge,40.68189662,-73.96028211,837 Union Street<br>http://www.yelp.com/biz/tea-lounge-brooklyn
Prospect Perk Cafe,40.67494846,-73.97603331,183 Sterling Pl<br>http://www.yelp.com/biz/prospect-perk-cafe-brooklyn
Mama B's,40.67658886,-73.97173534,351 Graham Avenue<br>http://newyork.timeout.com/restaurants/williamsburg/2644/mama-bs-cafe-and-juice-bar
Supercore,40.71494266,-73.94468266,305 Bedford Avenue<br>http://www.yelp.com/biz/supercore-brooklyn
The Greenpoint Coffee House,40.7134537,-73.96174946,195 Franklin Street<br>http://www.yelp.com/biz/greenpoint-coffee-house-brooklyn-2
The Archive,40.73351948,-73.95843277,49 Bogart St<br>http://www.yelp.com/biz/the-archive-cafe-brooklyn
Lucky Cat,40.70527521,-73.93355668,245 Grand Street<br>http://www.yelp.com/biz/the-lucky-cat-brooklyn
Southside Caffe,40.71368872,-73.95875896,229 S 4th Street<br>http://www.blockmagazine.com/block_stock_barrel.php?title=lstronggcaught_in_the_wireless_webl_stro&more=1&c=1&tb=1&pb=1
Queens Library - Astoria,40.71059818,-73.95893401,14-01 Astoria Boulevard<br>http://www.queenslibrary.org/
Queens Library - Broadway,40.77238427,-73.92872042,40-20 Broadway<br>http://www.queenslibrary.org/
Queens Library - Central Library  (ALC),40.75853035,-73.91862469,89-11 Merrick Boulevard<br>http://www.queenslibrary.org/
Queens Library - Corona,40.70783676,-73.79464233,38-23 104 Street<br>http://www.queenslibrary.org/
Queens Library - Court Square,40.75089541,-73.86197663,25-01 Jackson Avenue<br>http://www.queenslibrary.org/
Queens Library - East Elmhurst,40.74706432,-73.94424456,95-06 Astoria Boulevard<br>http://www.queenslibrary.org/
Queens Library - Jackson Heights,40.76242326,-73.87386521,35-51 81 Street<br>http://www.queenslibrary.org/
Queens Library - Langston Hughes,40.75019615,-73.88506958,100-01 Northern Boulevard<br>http://www.queenslibrary.org/
Queens Library - Steinway (ALC),40.75771242,-73.86819986,21-45 31 Street<br>http://www.queenslibrary.org/
Queens Library - Woodside,40.77681719,-73.90941694,54-22 Skillman Avenue<br>http://www.queenslibrary.org/
All Friend Cafe,40.7453435,-73.90979536,7805 164 Street<br>http://local.yahoo.com/info-11375980-bagels-and-bake-under-the-green-canopy-bayside
Modus Vivendi,40.76386999,-73.77079569,72-07 Austin Street<br>http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_Modus_Vivendi_Tea_and_Cafe_Glry_Forest_HillsQueens_NY_14949.aspx
Queens City Bakery & Cafe,40.71928919,-73.84246057,2405 Jackson Ave<br>http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_Queens_City_Bakery_Cafe_New_York_NY_22669.aspx
Ten63 Café,40.74632636,-73.94501749,1063 Jackson Avenue<br>http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_Ten63_Cafe_Queens_NY_17273.aspx
Communitea,40.7429536,-73.9523894,4702 Vernon Blvd<br>http://www.yelp.com/biz/communitea-long-island-city
Cafe Bar,40.7454106,-73.95348475,3290 36th St<br>http://www.yelp.com/biz/cafe-bar-astoria
Munch Cafe' & Grill,40.75804506,-73.92339356,7160 Yellowstone Blvd<br>http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_Munch_Cafe_and_Grill_Forest_HillsQueens_NY_15107.aspx
Astroval Travel,40.72144744,-73.85568822,103-16 Roosevelt Ave<br>http://v4.jiwire.com/wi-fi-wireless-hotspot-Corona-New-York-NY-US-Astroval-Travel-1086848.htm
Speedimpex USA,40.74941061,-73.86206994,35-02 48th Ave<br>http://v4.jiwire.com/wi-fi-wireless-hotspot-Long-Island-City-New-York-NY-US-Speedimpex-USA-1133526.htm
NYC Public Library - Great Kills,40.7402443,-73.93037508,56 Giffords Lane<br>http://www.nypl.org/branch/services/wifi.html
NYC Public Library - New Dorp Branch,40.55242279,-74.15111131,309 New Dorp Lane<br>http://www.nypl.org/branch/services/wifi.html
NYC Public Library - Port Richmond,40.57193382,-74.11195645,75 Bennett Street<br>http://www.nypl.org/branch/services/wifi.html
NYC Public Library - West New Brighton Branch,40.63758562,-74.13110528,976 Castleton Avenue<br>http://www.nypl.org/branch/services/wifi.html
NYC Public Library - Dongan Hills Branch,40.63450966,-74.11482126,1617 Richmond Road<br>http://www.nypl.org/branch/services/wifi.html
NYC Public Library -Todt Hill-Westerleigh Branch,40.59039168,-74.10113898,2550 Victory Boulevard<br>http://www.nypl.org/branch/services/wifi.html
McDonalds,40.60957855,-74.14850349,1188 6th Avenue<br>http://www.mcdonalds.com/wireless.html
McDonalds,40.75761346,-73.98175362,1560 Broadway<br>http://www.mcdonalds.com/wireless.html
McDonalds,40.75859098,-73.98445696,14 East 47th Street<br>http://www.mcdonalds.com/wireless.html
McDonalds,40.75613334,-73.97776192,West 46th St & 12th Avenue Pier 86<br>http://www.mcdonalds.com/wireless.html
McDonalds,40.76478142,-74.00089527,735 9th Ave<br>http://www.mcdonalds.com/wireless.html
McDonalds,40.76343602,-73.98940859,1651 Broadway<br>http://www.mcdonalds.com/wireless.html
McDonalds,40.76252136,-73.98374851,824 3rd Avenue<br>http://www.mcdonalds.com/wireless.html
McDonalds,40.75615375,-73.97082086,946 8th Avenue<br>http://www.mcdonalds.com/wireless.html
McDonalds,40.76582319,-73.983134,47 West 57th Street<br>http://www.mcdonalds.com/wireless.html
McDonalds,40.76426024,-73.97632607,966 3rd Avenue<br>http://www.mcdonalds.com/wireless.html
McDonalds,40.76089302,-73.96746533,2049 Broadway<br>http://www.mcdonalds.com/wireless.html
McDonalds,40.77789723,-73.98262906,1286 1st Avenue<br>http://www.mcdonalds.com/wireless.html
McDonalds,40.76583562,-73.95701192,1499 3rd Ave<br>http://www.mcdonalds.com/wireless.html
McDonalds,40.77771933,-73.95437568,638 Columbus Ave<br>http://www.mcdonalds.com/wireless.html
McDonalds,40.78965862,-73.97022476,1871 2nd Avenue<br>http://www.mcdonalds.com/wireless.html
McDonalds,40.78469609,-73.94712355,2549 Broadway<br>http://www.mcdonalds.com/wireless.html
McDonalds,40.79442403,-73.97247263,1872 3rd Ave<br>http://www.mcdonalds.com/wireless.html
McDonalds,40.79003967,-73.9462273,125th St & Lexington Ave<br>http://www.mcdonalds.com/wireless.html
McDonalds,40.8045217,-73.93704083,215 West 125th Street<br>http://www.mcdonalds.com/wireless.html
McDonalds,40.80970139,-73.94893155,354 W 125th St<br>http://www.mcdonalds.com/wireless.html
McDonalds,40.81067205,-73.95311041,600 West 125th St<br>http://www.mcdonalds.com/wireless.html
McDonalds,40.81593864,-73.95890875,444 Lenox Avenue<br>http://www.mcdonalds.com/wireless.html
McDonalds,40.81239048,-73.94160686,52 Fulton Street<br>http://www.mcdonalds.com/wireless.html
McDonalds,40.70816531,-74.00485849,2379 Adam Clayton Powell Jr Blvd<br>http://www.mcdonalds.com/wireless.html
McDonalds,40.8179237,-73.94133466,3549 Broadway<br>http://www.mcdonalds.com/wireless.html
McDonalds,40.82682918,-73.9506528,3410 Broadway<br>http://www.mcdonalds.com/wireless.html
McDonalds,40.82221087,-73.95315648,2142 3rd Ave<br>http://www.mcdonalds.com/wireless.html
McDonalds,40.79865775,-73.93991053,2271 Broadway<br>http://www.mcdonalds.com/wireless.html
McDonalds,40.78549683,-73.97920016,4259 Broadway<br>http://www.mcdonalds.com/wireless.html
McDonalds,40.85008629,-73.93626032,839 Westchester Avenue<br>http://www.mcdonalds.com/wireless.html
McDonalds,40.81960191,-73.90254471,208 Dyckman St<br>http://www.mcdonalds.com/wireless.html
McDonalds,40.86511654,-73.92740986,608 West 207th Street<br>http://www.mcdonalds.com/wireless.html
Mickey Mantle's,40.8673577,-73.92130802,42 Central Park South<br>http://www.starbucks.com
Starbucks,40.77133709,-73.95980997,1117 Lexington Ave.<br>http://www.starbucks.com
Starbucks,40.77406246,-73.95936063,1128 Third Avenue<br>http://www.starbucks.com
Starbucks,40.76595046,-73.96371205,1449 Second Avenue<br>http://www.starbucks.com
Starbucks,40.7711906,-73.9569868,1445 First Avenue<br>http://www.starbucks.com
Starbucks,40.77031143,-73.95474539,1559 2nd Avenue<br>http://www.starbucks.com
Starbucks,40.77467544,-73.95443193,267-275 Columbus Ave<br>http://www.starbucks.com
Starbucks,40.77754244,-73.97839386,152 - 154 Columbus Avenue<br>http://www.starbucks.com
Starbucks,40.77418342,-73.98151801,338 Columbus Avenue<br>http://www.starbucks.com
Starbucks,40.77990544,-73.97725209,116 E. 57th Street<br>http://www.starbucks.com
Starbucks,40.76098703,-73.97000655,725 5th Avenue<br>http://www.starbucks.com
Starbucks,40.76230819,-73.97386486,142 W. 57th Street<br>http://www.starbucks.com
Starbucks,40.76485353,-73.9784774,1488 Third Avenue<br>http://www.starbucks.com
Starbucks,40.77747549,-73.95549154,1380 Sixth Avenue<br>http://www.starbucks.com
Starbucks,40.76382673,-73.97713123,120 W. 56th Street<br>http://www.starbucks.com
Starbucks,40.76371729,-73.9789651,1841 Broadway<br>http://www.starbucks.com
Starbucks,40.76932541,-73.98263852,4 Columbus Circle<br>http://www.starbucks.com
Starbucks,40.76736296,-73.98290979,120 EAST 87TH ST<br>http://www.starbucks.com
Starbucks,40.78025597,-73.95567383,2045 Broadway<br>http://www.starbucks.com
Starbucks,40.77765023,-73.98280244,1102 1st Ave<br>http://www.starbucks.com
Starbucks,40.76039134,-73.96062515,870 7th Avenue<br>http://www.starbucks.com
Starbucks,40.76471402,-73.98117769,444 Columbus Avenue<br>http://www.starbucks.com
Starbucks,40.7837338,-73.97464726,1100 Avenue of the Americas<br>http://www.starbucks.com
Starbucks,40.75487446,-73.98344358,1345 6th Ave<br>http://www.starbucks.com
Starbucks,40.76299818,-73.97904114,322 West 57th Street<br>http://www.starbucks.com
Starbucks,40.76677576,-73.98411931,2 Columbus Avenue<br>http://www.starbucks.com
Starbucks,40.76951238,-73.98497067,1320 Avenue of the Americas<br>http://www.starbucks.com
Starbucks,40.76193312,-73.97847112,1710 Broadway<br>http://www.starbucks.com
Starbucks,40.76417345,-73.98209476,2140 Broadway<br>http://www.starbucks.com
Starbucks,40.78105613,-73.9808156,1631 1st Ave<br>http://www.starbucks.com
Starbucks,40.77601048,-73.95043411,599 Lexington Ave<br>http://www.starbucks.com
Starbucks,40.757839,-73.97071906,156 W 52nd St<br>http://www.starbucks.com
Starbucks,40.76168666,-73.98178499,1290 6th Ave<br>http://www.starbucks.com
Starbucks,40.76047024,-73.97887588,45 E. 51st Street<br>http://www.starbucks.com
Starbucks,40.75855618,-73.97409374,540 Columbus Avenue<br>http://www.starbucks.com
Starbucks,40.78672917,-73.97224574,1656 Broadway<br>http://www.starbucks.com
Starbucks,40.76220835,-73.98299414,2252 Broadway<br>http://www.starbucks.com
Starbucks,40.78475564,-73.97859735,400 East 54th Street<br>http://www.starbucks.com
Starbucks,40.7560201,-73.96410728,560 Lexington Avenue<br>http://www.starbucks.com
Starbucks,40.75685685,-73.97263254,871 8th Avenue<br>http://www.starbucks.com
Starbucks,40.76388847,-73.98544845,30 Rockefeller Plaza<br>http://www.starbucks.com
Starbucks,40.75915566,-73.97967403,1642 Third Avenue<br>http://www.starbucks.com
Starbucks,40.78263398,-73.95151607,750 Seventh Avenue<br>http://www.starbucks.com
Starbucks,40.76087454,-73.98391857,280 Park Avenue<br>http://www.starbucks.com
Starbucks,40.75642374,-73.97510162,400 East 90th Street<br>http://www.starbucks.com
Starbucks,40.77909693,-73.94734102,943 Second Avenue<br>http://www.starbucks.com
Starbucks,40.75508549,-73.96872425,1500 Broadway<br>http://www.starbucks.com
Starbucks,40.75676314,-73.98565214,825 Eighth Avenue<br>http://www.starbucks.com
Starbucks,40.76224455,-73.98696132,575 Fifth Avenue<br>http://www.starbucks.com
Starbucks,40.75628165,-73.97825277,1585 Broadway<br>http://www.starbucks.com
Starbucks,40.7599882,-73.98551427,630 Lexington Ave<br>http://www.starbucks.com
Starbucks,40.75899747,-73.97149101,325 W 49th St<br>http://www.starbucks.com
Starbucks,40.76233247,-73.98782405,1185 Sixth Avenue<br>http://www.starbucks.com
Starbucks,40.75787157,-73.9824141,757 Third Avenue<br>http://www.starbucks.com
Starbucks,40.75392792,-73.97147153,1378 Madison Avenue<br>http://www.starbucks.com
Starbucks,40.78715584,-73.95466533,770 Eighth Ave<br>http://www.starbucks.com
Starbucks,40.76044402,-73.98713494,1166 Avenue of the Americas<br>http://www.starbucks.com
Starbucks,40.75687791,-73.98200288,545 Fifth Ave.<br>http://www.starbucks.com
Starbucks,40.75508511,-73.97920244,450 Lexington Avenue<br>http://www.starbucks.com
Starbucks,40.75325912,-73.97544569,1530 Broadway<br>http://www.starbucks.com
Starbucks,40.75743555,-73.98521884,682 9th Avenue<br>http://www.starbucks.com
Starbucks,40.76161631,-73.99001533,335 Madison Avenue<br>http://www.starbucks.com
Starbucks,40.75359451,-73.97809122,330 Madison Ave<br>http://www.starbucks.com
Starbucks,40.75332851,-73.9794015,125 Park Ave<br>http://www.starbucks.com
Starbucks,40.75159073,-73.97750718,685 Third Avenue<br>http://www.starbucks.com
Starbucks,40.7516804,-73.97325546,2498 Broadway<br>http://www.starbucks.com
Starbucks,40.79239305,-73.97296463,7800 Grand Central Station<br>http://www.starbucks.com
Starbucks,40.75277092,-73.97722526,3 Park Avenue<br>http://www.starbucks.com
Starbucks,40.7467854,-73.98154726,684 Eighth Avenue<br>http://www.starbucks.com
Starbucks,40.75787784,-73.98868034,150 E. 42nd Street<br>http://www.starbucks.com
Starbucks,40.75101946,-73.97570999,295 Madison Avenue<br>http://www.starbucks.com
Starbucks,40.75178048,-73.97942003,251 West 42nd Street<br>http://www.starbucks.com
Starbucks,40.75705166,-73.98858663,2521 Broadway<br>http://www.starbucks.com
Starbucks,40.79363644,-73.97310859,639 3rd Avenue<br>http://www.starbucks.com
Starbucks,40.75026712,-73.97440735,360 Lexington Avenue<br>http://www.starbucks.com
Starbucks,40.75048179,-73.97716108,593 Ninth Ave<br>http://www.starbucks.com
Starbucks,40.75902273,-73.9928529,90 Park Ave<br>http://www.starbucks.com
Starbucks,40.75075119,-73.97937342,2600 Broadway<br>http://www.starbucks.com
Starbucks,40.79595504,-73.97025806,525 7th Avenue<br>http://www.starbucks.com
Starbucks,40.75350816,-73.98819021,600 Eighth Ave<br>http://www.starbucks.com
Starbucks,40.75535836,-73.99082839,1372 Broadway<br>http://www.starbucks.com
Starbucks,40.75222898,-73.98703547,555 W. 42ND STREET<br>http://www.starbucks.com
Starbucks,40.76092778,-73.99763561,400 Madison Avenue<br>http://www.starbucks.com
Starbucks,40.75638295,-73.97693165,200 Madison Avenue<br>http://www.starbucks.com
Starbucks,40.74893197,-73.98268714,1460 Broadway<br>http://www.starbucks.com
Panera Bread,40.75510813,-73.98621557,38-01 35th Avenue<br>http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_Panera_Bread_Long_Island_City_NY_87229.aspx
Apple Store,40.75563254,-73.92246282,401 W 14th Street<br>http://www.apple.com/retail/west14thstreet/
Apple Store,40.74133328,-74.00552696,2655 Richmond Avenue<br>http://www.apple.com/retail/statenisland/
Tavern on Nostrand,40.58119902,-74.16618373,813 Nostrand Avenue<br>http://www.wififreespot.com/ny.html
American Trash,40.66871938,-73.95033638,1471 1st Avenue<br>http://www.nycamericantrash.com/trash_wii.html
Boqueria,40.77090265,-73.95406513,53 West 19th Street<br>http://www.wififreespot.com/ny.html
Bowery Bar,40.74030094,-73.99370328,40 E 4th Street<br>http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_Bowery_Bar_New_York_NY_5589.aspx
B Cup Café,40.72710552,-73.99204362,212 Avenue B<br>http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_B_Cup_Cafe_New_York_NY_5590.aspx
V Bar,40.72869528,-73.97882167,225 Sullivan St<br>http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_V_Bar_New_York_NY_5521.aspx
Dunkin Donuts,40.72954254,-73.99950939,899 Main Street<br>http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_Dunkin_Donuts_Cortland_Manor_NY_12141.aspx
Dunikn Donuts,40.76963224,-73.94131221,215 1st Avenue<br>http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_Dunkin_Donuts_New_York_NY_12150.aspx
Duncan Donuts,40.73065974,-73.983415,170 2nd Avenue<br>http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_Duncan_Donuts_New_York_NY_6342.aspx
Plaza at 7 World Trade Center,40.73009271,-73.98612477,Vesey Street & Greenwich Street<br>http://www.downtownny.com/discover/wifi/
Tea Lounge,40.71323522,-74.01148892,254 Court Street<br>http://www.wififreespot.com/ny.html
Penn Station - Waiting Room,40.6853049,-73.99478634,7th Avenue & 33rd Street<br>http://www.mta.info/lirr/News/2008/PennWireless.htm
British Memorial Garden,40.74995918,-73.99214704,Hanover Square<br>http://www.britishmemorialgarden.org/intro.html
Central Park Charles a Dana Discovery Center,40.70477206,-74.00934908,36 W 110th Street<br>http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_Central_Park_Charles_a_Dana_Discovery_Center_New_York_NY_24668.aspx
Paletra,40.79706345,-73.95145113,62-65 Saunders Strret<br>http://v4.jiwire.com/wi-fi-wireless-hotspot-Rego-Park-New-York-NY-US-Paletra-1144899.htm
Café One,40.73093202,-73.86657689,1619 Amsterdam Avenue<br>http://www.openwifinyc.com/classic/a/Cafe-One-NY-10031
Net Café,40.8221023,-73.94963531,246 East 14th Street<br>http://www.ncafeny.com/
Ost Café,40.73228763,-73.98548719,441East 12th Street<br>http://www.openwifinyc.com/classic/a/Ost-Cafe-NY-10009
Tasty Café,40.72933149,-73.98150307,2062 Broadway<br>http://www.openwifinyc.com/classic/a/Tasty-Cafe-NY-10023
Beach Café,40.77795124,-73.98159294,1362 2nd Avenue<br>http://www.openwifinyc.com/classic/a/Beach-Cafe-NY-10021
Gigi Cage,40.76837719,-73.95866012,2067 Broadway<br>http://www.openwifinyc.com/classic/a/Gigi-Cafe-NY-10023
Pecan,40.77841655,-73.98244247,130 Franklin Street<br>http://www.openwifinyc.com/classic/a/Pecan-NY-10013
Andrews Coffee Shop,40.71931119,-74.0065845,116 John Street<br>http://www.openwifinyc.com/classic/a/Andrews-Coffee-Shop-NY-10038
